row_index,group,split,device_type
262,jj25::op(o)(=o)ccccn1c2=c(c3=cc=cc=c3c(br)=c2)c2=c1c=c(br)c1=cc=cc=c12,train,OPV
263,jj26::brc1=cc=c2c3=c(n(ccccp(o)(o)=o)c4=c3c5=cc=c(br)c=c5c=c4)c=cc2=c1,train,OPV
264,cbznaph::op(ccccn1c2=c(c3=c1c=cc4=cc=cc=c34)c5=cc=cc=c5c=c2)(o)=o,train,OPV
265,jj25::op(o)(=o)ccccn1c2=c(c3=cc=cc=c3c(br)=c2)c2=c1c=c(br)c1=cc=cc=c12,train,OPV
266,jj26::brc1=cc=c2c3=c(n(ccccp(o)(o)=o)c4=c3c5=cc=c(br)c=c5c=c4)c=cc2=c1,train,OPV
267,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
268,2pacz/hpwo::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
269,jj32::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
270,jj32/hpwo::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
271,jj32/hpwo (0.1 mg/ml hpwo)::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
272,jj32/hpwo (0.2 mg/ml hpwo)::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
273,jj32/hpwo (0.5 mg/ml hpwo)::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
274,jj32/hpwo (1.0 mg/ml hpwo)::o=p(o)(o)ccccn1c2ccccc2sc2nc3ccccc3nc21,train,OPV
275,m-phacz::o=p(o)(o)c1cccc(-n2c3ccccc3c3ccccc32)c1,train,OPV
276,p-phacz::o=p(o)(o)c1ccc(-n2c3ccccc3c3ccccc32)cc1,train,OPV
277,p-dpapcz::o=p(o)(o)c1ccc(n(c2ccccc2)c2ccccc2)cc1,train,OPV
278,br-2pacz::c1=cc2=c(c=c1br)c3=c(n2ccp(=o)(o)o)c=cc(=c3)br,train,OPV
279,meo-2pacz::coc1=cc2=c(c=c1)n(c3=c2c=c(c=c3)oc)ccp(=o)(o)o,train,OPV
280,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
281,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
282,br-2pacz::o=p(o)(o)ccn1c2ccc(br)cc2c2ccc(br)cc21,train,OPV
283,br-2pacz::o=p(o)(o)ccn1c2ccc(br)cc2c2ccc(br)cc21,train,OPV
284,meo-2pacz::coc1ccc2c(c1)c1ccc(oc)cc1n2ccp(=o)(o)o,train,OPV
285,meo-2pacz::coc1ccc2c(c1)c1ccc(oc)cc1n2ccp(=o)(o)o,train,OPV
286,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
287,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
288,27-4p-pani::[*]c1ccc2c(c1)n(ccccp(=o)(o)o)c1ccc(nc3c(c)cc(c)c(n[*])c3)cc12,train,OPV
289,36-4p-pani::[*]c1cc2c(cc1)n(ccccp(=o)(o)o)c1cc(nc3c(c)cc(c)c(n[*])c3)ccc12,train,OPV
290,36-2p-pani::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1cc(nc3c(c)cc(c)c(n[*])c3)ccc12,test,OPV
291,36-ph-pani::[*]c1cc2c(cc1)n(c1ccc(p(=o)(o)o)cc1)c1cc(nc3c(c)cc(c)c(n[*])c3)ccc12,train,OPV
292,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
293,cbznaph::o=p(o)(o)ccccn1c2ccc3ccccc3c2c2c3ccccc3ccc21,train,OPV
294,cbz-2ph::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,test,OPV
295,cbz-2ph::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
296,cbz-2ph::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,test,OPV
297,p3ht-cooh::[*]c1cc(ccccccc(=o)o)sc1[*],train,OPV
298,p3ht-cooh::[*]c1cc(ccccccc(=o)o)sc1[*],train,OPV
299,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
300,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
301,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
302,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
303,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
304,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
305,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
306,bnpa::o=p(o)(o)cc1ccccc1,train,OPV
307,f5bnpa::o=p(o)(o)cc1c(f)c(f)c(f)c(f)c1f,train,OPV
308,bnpa::o=p(o)(o)cc1ccccc1,train,OPV
309,f5bnpa::o=p(o)(o)cc1c(f)c(f)c(f)c(f)c1f,train,OPV
310,2pacz-d1::o=p(o)(o)ccn1c2ccccc2c2cc3c(cc21)c1ccccc1n3ccp(=o)(o)o,train,OPV
311,2pacz-d1/pedot:pss::o=p(o)(o)ccn1c2ccccc2c2cc3c(cc21)c1ccccc1n3ccp(=o)(o)o,train,OPV
312,2pacz-d2::ccn1c2ccccc2c2ccc3c4ccccc4n(ccp(=o)(o)o)c3c21,train,OPV
313,2pacz-d2/pedot:pss::ccn1c2ccccc2c2ccc3c4ccccc4n(ccp(=o)(o)o)c3c21,train,OPV
314,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
315,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
316,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
317,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
318,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
319,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
320,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
321,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
322,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
323,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
324,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
325,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
326,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
327,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
328,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,test,OPV
329,poly-2pacz::[*]c1cc2c(cc1)n(ccp(=o)(o)o)c1ccc([*])cc12,train,OPV
330,3dbcp::o=p(o)(o)cccn1c2cc3ccccc3cc2c2cc3ccccc3cc21,train,OPV
331,3bcp::o=p(o)(o)cccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
332,4bcp::o=p(o)(o)ccccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
333,4dbcp::o=p(o)(o)ccccn1c2cc3ccccc3cc2c2cc3ccccc3cc21,train,OPV
334,4bcp::o=p(o)(o)ccccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
335,4bcp::o=p(o)(o)ccccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
336,4bcp::o=p(o)(o)ccccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
337,4bcp::o=p(o)(o)ccccn1c2ccccc2c2cc3ccccc3cc21,train,OPV
338,4cl-pacz::o=p(o)(o)ccn1c2c(cl)cc(cl)cc2c2cc(cl)cc(cl)c21,train,OPV
339,4cl-pacz::o=p(o)(o)ccn1c2c(cl)cc(cl)cc2c2cc(cl)cc(cl)c21,train,OPV
340,1cl-pacz::o=p(o)(o)ccn1c2ccccc2c2cc(cl)ccc21,train,OPV
341,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
342,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
343,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
344,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
345,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
346,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
347,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
348,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
349,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
350,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
351,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
352,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,test,OPV
353,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
354,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,train,OPV
355,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
356,pcl-ph::o=p(o)(o)ccccn1c2cc(-c3ccc(cl)cc3)ccc2c2ccc(-c3ccc(cl)cc3)cc21,test,OPV
357,mcl-ph::o=p(o)(o)ccccn1c2cc(-c3cccc(cl)c3)ccc2c2ccc(-c3cccc(cl)c3)cc21,train,OPV
358,n1-pacz::o=p(o)(o)ccccn1c2cc(-c3cccc4ccccc34)ccc2c2ccc(-c3cccc4ccccc34)cc21,train,OPV
359,n2-pacz::o=p(o)(o)ccccn1c2cc(-c3ccc4ccccc4c3)ccc2c2ccc(-c3ccc4ccccc4c3)cc21,train,OPV
360,thbr-4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccc(-c3csc(br)c3)cc21,train,OPV
361,4pacz::o=p(o)(o)ccccn1c2ccccc2c2ccccc21,test,OPV
362,br-2pacz_ipa-rinsed::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
363,br-2pacz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
364,br-2pacz_meoh-rinsed::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
365,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,test,OPV
366,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
367,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,test,OPV
368,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
369,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
370,br-2pacz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
371,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
372,br-2pacz::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
373,br-2pacz_hpwo::o=p(o)(o)ccn1c2cc(br)ccc2c2ccc(br)cc21,train,OPV
374,bpc-m::o=p(o)(o)ccn1c2cc(-c3ccc(c)cc3)ccc2c2ccc(-c3ccc(c)cc3)cc21,train,OPV
375,bpc-m::o=p(o)(o)ccn1c2cc(-c3ccc(c)cc3)ccc2c2ccc(-c3ccc(c)cc3)cc21,train,OPV
376,bpc-ph::o=p(o)(o)ccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
377,bpc-ph::o=p(o)(o)ccn1c2cc(-c3ccccc3)ccc2c2ccc(-c3ccccc3)cc21,train,OPV
378,bpc-f::o=p(o)(o)ccn1c2cc(-c3ccc(f)cc3)ccc2c2ccc(-c3ccc(f)cc3)cc21,train,OPV
379,bpc-f::o=p(o)(o)ccn1c2cc(-c3ccc(f)cc3)ccc2c2ccc(-c3ccc(f)cc3)cc21,train,OPV
380,bpc-m::o=p(o)(o)ccn1c2cc(-c3ccc(c)cc3)ccc2c2ccc(-c3ccc(c)cc3)cc21,test,OPV
381,bpc-m::o=p(o)(o)ccn1c2cc(-c3ccc(c)cc3)ccc2c2ccc(-c3ccc(c)cc3)cc21,test,OPV
382,bpc-m::o=p(o)(o)ccn1c2cc(-c3ccc(c)cc3)ccc2c2ccc(-c3ccc(c)cc3)cc21,train,OPV
383,dm-bzcz::coc1cc(oc)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3ccp(=o)(o)o)c1,test,OPV
384,bzcz::o=p(o)(o)ccn1c2ccccc2c2c3ccccc3ccc21,train,OPV
385,dm-bzcz::coc1cc(oc)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3ccp(=o)(o)o)c1,train,OPV
386,dm-bzcz::coc1cc(oc)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3ccp(=o)(o)o)c1,train,OPV
387,dm-bzcz::coc1cc(oc)cc(-c2ccc3c(c2)c2c4ccccc4ccc2n3ccp(=o)(o)o)c1,train,OPV
388,ph-diacz::o=p(o)(o)cccn1c2ccccc2c2ccc3c4ccccc4n(-c4ccccc4)c3c21,train,OPV
389,ph-dibcz::o=p(o)(o)cccn1c2ccccc2c2cc3c4ccccc4n(-c4ccccc4)c3cc21,train,OPV
390,ph-diacz::o=p(o)(o)cccn1c2ccccc2c2ccc3c4ccccc4n(-c4ccccc4)c3c21,train,OPV
391,ph-dibcz::o=p(o)(o)cccn1c2ccccc2c2cc3c4ccccc4n(-c4ccccc4)c3cc21,train,OPV
392,ph-diacz::o=p(o)(o)cccn1c2ccccc2c2ccc3c4ccccc4n(-c4ccccc4)c3c21,train,OPV
393,ph-dibcz::o=p(o)(o)cccn1c2ccccc2c2cc3c4ccccc4n(-c4ccccc4)c3cc21,train,OPV
394,meo-2pacz::coc1ccc2c3ccc(oc)cc3n(ccp(=o)(o)o)c2c1,test,OPV
395,brpzpa::o=p(o)(o)ccccn1c2cc(br)ccc2sc2ccc(br)cc21,train,OPV
396,pzpa::o=p(o)(o)ccccn1c2ccccc2sc2ccccc21,train,OPV
397,meo-2pacz::coc1ccc2c3ccc(oc)cc3n(ccp(=o)(o)o)c2c1,train,OPV
398,brpzpa::o=p(o)(o)ccccn1c2cc(br)ccc2sc2ccc(br)cc21,train,OPV
399,pzpa::o=p(o)(o)ccccn1c2ccccc2sc2ccccc21,train,OPV
400,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
401,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
402,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
403,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
404,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
405,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
406,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
407,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
408,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
409,br-2pacz::o=p(o)(o)ccn1c2ccc(br)cc2c2cc(br)ccc21,train,OPV
410,mua::o=c(o)ccccccccccs,train,OPV
411,la::cccccccccccc(=o)o,train,OPV
412,pftda::o=c(o)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)f,train,OPV
413,mua::o=c(o)ccccccccccs,train,OPV
414,la::cccccccccccc(=o)o,train,OPV
415,pftda::o=c(o)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)f,train,OPV
416,mua::o=c(o)ccccccccccs,train,OPV
417,la::cccccccccccc(=o)o,train,OPV
418,pftda::o=c(o)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)c(f)(f)f,train,OPV
419,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
420,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
421,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
422,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
423,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
424,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
425,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
426,nba::o=c(o)c1ccc([n+](=o)[o-])cc1,train,OPV
427,nba::o=c(o)c1ccc([n+](=o)[o-])cc1,train,OPV
428,c8-ba::ccccccccb(o)o,train,OPV
429,c10-ba::ccccccccccb(o)o,train,OPV
430,c12-ba::ccccccccccccb(o)o,train,OPV
431,mna::coc1ccc(n(c2ccc(-c3ccc(c(=o)o)cc3)cc2)c2ccc3ccccc3c2)cc1,train,OPV
432,mna::coc1ccc(n(c2ccc(-c3ccc(c(=o)o)cc3)cc2)c2ccc3ccccc3c2)cc1,train,OPV
433,mna::coc1ccc(n(c2ccc(-c3ccc(c(=o)o)cc3)cc2)c2ccc3ccccc3c2)cc1,test,OPV
434,mna::coc1ccc(n(c2ccc(-c3ccc(c(=o)o)cc3)cc2)c2ccc3ccccc3c2)cc1,test,OPV
435,tdpa-cl::o=p(o)(o)ccccn1c2ccc(cl)cc2sc2cc(cl)ccc21,train,OPV
436,tdpa-cl::o=p(o)(o)ccccn1c2ccc(cl)cc2sc2cc(cl)ccc21,train,OPV
437,cz-br-2::o=p(o)(o)ccn1c2ccc(br)cc2c2ccc(br)cc21,train,OPV
438,cz-f-4::o=p(o)(o)ccccn1c2ccc(f)cc2c2ccc(f)cc21,train,OPV
439,cz-cl-4::o=p(o)(o)ccccn1c2ccc(cl)cc2c2ccc(cl)cc21,train,OPV
440,cz-br-4::o=p(o)(o)ccccn1c2ccc(br)cc2c2ccc(br)cc21,train,OPV
441,cz-i-2::o=p(o)(o)ccn1c2ccc(i)cc2c2ccc(i)cc21,train,OPV
442,cz-i-3::o=p(o)(o)cccn1c2ccc(i)cc2c2ccc(i)cc21,train,OPV
443,cz-i-4::o=p(o)(o)ccccn1c2ccc(i)cc2c2ccc(i)cc21,train,OPV
444,cz-i-2::o=p(o)(o)ccn1c2ccc(i)cc2c2ccc(i)cc21,test,OPV
445,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
446,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
447,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
448,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
449,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
450,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
451,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
452,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
453,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
454,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
455,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
456,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
457,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
458,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
459,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
460,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
461,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
462,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
463,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
464,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
465,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
466,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
467,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
468,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
469,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
470,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
471,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
472,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
473,3pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2cccp(=o)(o)o,train,OPV
474,4pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2ccccp(=o)(o)o,train,OPV
475,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
476,3pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2cccp(=o)(o)o,train,OPV
477,4pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2ccccp(=o)(o)o,test,OPV
478,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
479,3pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2cccp(=o)(o)o,test,OPV
480,4pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2ccccp(=o)(o)o,train,OPV
481,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
482,3pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2cccp(=o)(o)o,train,OPV
483,4pacz::c1=cc=c2c(=c1)c3=cc=cc=c3n2ccccp(=o)(o)o,train,OPV
484,4padcb::c(n1c2c=cc3=cc=cc=c3c=2c2c3=cc=cc=c3c=cc=21)cccp(o)(o)=o,train,OPV
485,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
486,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
487,4padcb::o=p(o)(o)ccccn1c2ccc3ccccc3c2c2c3ccccc3ccc21,train,OPV
488,pphpadcb::o=p(o)(o)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,train,OPV
489,pphpadcb::o=p(o)(o)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,train,OPV
490,pphpadcb::o=p(o)(o)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,train,OPV
491,pphpadcb::o=p(o)(o)c1ccc(-n2c3cc4ccccc4cc3c3c4ccccc4ccc32)cc1,train,OPV
492,4-cba::o=c(o)c1ccc(cl)cc1,train,OPV
493,3-cba::o=c(o)c1cccc(cl)c1,train,OPV
494,2-cba::o=c(o)c1ccccc1cl,train,OPV
495,"3,4-cba::o=c(o)c1cc(cl)c(cl)cc1",train,OPV
496,"2,3,4,5-cba::o=c(o)c1c(cl)c(cl)c(cl)c(cl)c1",train,OPV
497,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
498,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
499,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
500,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
501,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
502,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
503,4padcb::c1=cc=c2c(=c1)c=cc3=c2c4=c(n3ccccp(=o)(o)o)c=cc5=cc=cc=c54,train,OPV
504,br-2pacz::c1=cc2=c(c=c1br)c3=c(n2ccp(=o)(o)o)c=cc(=c3)br,train,OPV
505,cl-2pacz::c1=cc2=c(c=c1cl)c3=c(n2ccp(=o)(o)o)c=cc(=c3)cl,train,OPV
506,me-4pacz::cc1ccc2c(c1)c1ccc(c)cc1n2ccccp(=o)(o)o,train,OPV
507,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
508,1f-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(f)cc21,train,OPV
509,1cl-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(cl)cc21,train,OPV
510,1br-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(br)cc21,train,OPV
511,1i-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(i)cc21,test,OPV
512,1cf3-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(c(f)(f)f)cc21,train,OPV
513,2cl-2pacz::o=p(o)(o)ccn1c2ccc(cl)cc2c2ccc(cl)cc21,train,OPV
514,1cl-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(cl)cc21,train,OPV
515,1br-2pacz::o=p(o)(o)ccn1c2ccccc2c2ccc(br)cc21,train,OPV
516,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
517,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
518,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
519,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,test,OPV
520,2pacz::o=p(o)(o)ccn1c2ccccc2c2ccccc21,train,OPV
521,ph-4pacz::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
522,ph-4pacz::o=p(o)(o)ccccn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,train,OPV
